+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                ;
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                            ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; NiosII|mm_interconnect_0|expansion_jp3_avalon_parallel_port_slave_agent_rsp_fifo                                                                                     ; 156   ; 39             ; 0            ; 39             ; 115    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|expansion_jp3_avalon_parallel_port_slave_agent|uncompressor                                                                                 ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|expansion_jp3_avalon_parallel_port_slave_agent                                                                                              ; 320   ; 39             ; 53           ; 39             ; 340    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|expansion_jp2_avalon_parallel_port_slave_agent_rsp_fifo                                                                                     ; 156   ; 39             ; 0            ; 39             ; 115    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|expansion_jp2_avalon_parallel_port_slave_agent|uncompressor                                                                                 ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|expansion_jp2_avalon_parallel_port_slave_agent                                                                                              ; 320   ; 39             ; 53           ; 39             ; 340    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|expansion_jp1_avalon_parallel_port_slave_agent_rsp_fifo                                                                                     ; 156   ; 39             ; 0            ; 39             ; 115    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|expansion_jp1_avalon_parallel_port_slave_agent|uncompressor                                                                                 ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|expansion_jp1_avalon_parallel_port_slave_agent                                                                                              ; 320   ; 39             ; 53           ; 39             ; 340    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|pushbuttons_avalon_parallel_port_slave_agent_rsp_fifo                                                                                       ; 156   ; 39             ; 0            ; 39             ; 115    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|pushbuttons_avalon_parallel_port_slave_agent|uncompressor                                                                                   ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|pushbuttons_avalon_parallel_port_slave_agent                                                                                                ; 320   ; 39             ; 53           ; 39             ; 340    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|dip_switches_avalon_parallel_port_slave_agent_rsp_fifo                                                                                      ; 156   ; 39             ; 0            ; 39             ; 115    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|dip_switches_avalon_parallel_port_slave_agent|uncompressor                                                                                  ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|dip_switches_avalon_parallel_port_slave_agent                                                                                               ; 320   ; 39             ; 53           ; 39             ; 340    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|green_leds_avalon_parallel_port_slave_agent_rsp_fifo                                                                                        ; 156   ; 39             ; 0            ; 39             ; 115    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|green_leds_avalon_parallel_port_slave_agent|uncompressor                                                                                    ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|green_leds_avalon_parallel_port_slave_agent                                                                                                 ; 320   ; 39             ; 53           ; 39             ; 340    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|jtag_uart_avalon_jtag_slave_agent_rsp_fifo                                                                                                  ; 156   ; 39             ; 0            ; 39             ; 115    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|jtag_uart_avalon_jtag_slave_agent|uncompressor                                                                                              ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|jtag_uart_avalon_jtag_slave_agent                                                                                                           ; 320   ; 39             ; 53           ; 39             ; 340    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|nios2_instruction_master_agent                                                                                                              ; 207   ; 39             ; 97           ; 39             ; 148    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|jtag_to_fpga_bridge_master_agent                                                                                                            ; 207   ; 39             ; 97           ; 39             ; 148    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|nios2_data_master_agent                                                                                                                     ; 207   ; 39             ; 97           ; 39             ; 148    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|onchip_sram_2_s2_translator                                                                                                                 ; 115   ; 7              ; 21           ; 7              ; 84     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|onchip_sram_s2_translator                                                                                                                   ; 115   ; 7              ; 21           ; 7              ; 84     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|interval_timer_s1_translator                                                                                                                ; 99    ; 22             ; 48           ; 22             ; 55     ; 22              ; 22            ; 22              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|onchip_sram_2_s1_translator                                                                                                                 ; 115   ; 7              ; 21           ; 7              ; 84     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|onchip_sram_s1_translator                                                                                                                   ; 115   ; 7              ; 21           ; 7              ; 84     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|sdram_s1_translator                                                                                                                         ; 80    ; 4              ; 8            ; 4              ; 63     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|nios2_debug_mem_slave_translator                                                                                                            ; 115   ; 5              ; 23           ; 5              ; 82     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|sysid_control_slave_translator                                                                                                              ; 115   ; 6              ; 31           ; 6              ; 35     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|expansion_jp3_in_avalon_parallel_port_slave_translator                                                                                      ; 115   ; 6              ; 30           ; 6              ; 75     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|expansion_jp3_avalon_parallel_port_slave_translator                                                                                         ; 115   ; 6              ; 30           ; 6              ; 75     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|expansion_jp2_avalon_parallel_port_slave_translator                                                                                         ; 115   ; 6              ; 30           ; 6              ; 75     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|expansion_jp1_avalon_parallel_port_slave_translator                                                                                         ; 115   ; 6              ; 30           ; 6              ; 75     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|pushbuttons_avalon_parallel_port_slave_translator                                                                                           ; 115   ; 6              ; 30           ; 6              ; 75     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|dip_switches_avalon_parallel_port_slave_translator                                                                                          ; 115   ; 6              ; 30           ; 6              ; 75     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|green_leds_avalon_parallel_port_slave_translator                                                                                            ; 115   ; 6              ; 30           ; 6              ; 75     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|jtag_uart_avalon_jtag_slave_translator                                                                                                      ; 115   ; 5              ; 34           ; 5              ; 70     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|nios2_instruction_master_translator                                                                                                         ; 112   ; 55             ; 0            ; 55             ; 108    ; 55              ; 55            ; 55              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|jtag_to_fpga_bridge_master_translator                                                                                                       ; 116   ; 13             ; 2            ; 13             ; 109    ; 13              ; 13            ; 13              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0|nios2_data_master_translator                                                                                                                ; 113   ; 15             ; 0            ; 15             ; 108    ; 15              ; 15            ; 15              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|mm_interconnect_0                                                                                                                                             ; 655   ; 0              ; 1            ; 0              ; 738    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_custom_instruction_master_multi_slave_translator0                                                                                                       ; 161   ; 0              ; 6            ; 0              ; 103    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_custom_instruction_master_multi_xconnect                                                                                                                ; 128   ; 0              ; 0            ; 0              ; 161    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_custom_instruction_master_translator                                                                                                                    ; 251   ; 90             ; 0            ; 90             ; 128    ; 90              ; 90            ; 90              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|system_pll|reset_from_locked                                                                                                                                  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|system_pll|sys_pll|PLL_for_DE_Series_Boards|auto_generated                                                                                                    ; 2     ; 1              ; 0            ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|system_pll|sys_pll                                                                                                                                            ; 2     ; 0              ; 1            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|system_pll                                                                                                                                                    ; 2     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|sysid                                                                                                                                                         ; 3     ; 14             ; 2            ; 14             ; 32     ; 14              ; 14            ; 14              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|sdram|the_nios_system_SDRAM_input_efifo_module                                                                                                                ; 47    ; 0              ; 0            ; 0              ; 47     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|sdram                                                                                                                                                         ; 47    ; 1              ; 1            ; 1              ; 40     ; 1               ; 1             ; 1               ; 16    ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pushbuttons                                                                                                                                                   ; 45    ; 0              ; 34           ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|onchip_sram_2|the_altsyncram|auto_generated                                                                                                                   ; 100   ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|onchip_sram_2                                                                                                                                                 ; 103   ; 1              ; 1            ; 1              ; 64     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|onchip_sram|the_altsyncram|auto_generated                                                                                                                     ; 100   ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|onchip_sram                                                                                                                                                   ; 106   ; 2              ; 2            ; 2              ; 64     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|cmpr7|auto_generated                                                                                          ; 27    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|cmpr6|auto_generated                                                                                          ; 27    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|cmpr5|auto_generated                                                                                          ; 13    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|cmpr4|auto_generated                                                                                          ; 13    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|cmpr3|auto_generated                                                                                          ; 13    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|cmpr2|auto_generated                                                                                          ; 14    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|add_sub9|auto_generated                                                                                       ; 21    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|add_sub10|auto_generated                                                                                      ; 18    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|qds_block50|mux45|auto_generated                                           ; 516   ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|qds_block50|cmpr49|auto_generated                                          ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|qds_block50|cmpr48|auto_generated                                          ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|qds_block50|cmpr47|auto_generated                                          ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|qds_block50|cmpr46|auto_generated                                          ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|qds_block50                                                                ; 15    ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|mux55|auto_generated                                                       ; 219   ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa54|csa_upper1|auto_generated                                  ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa54|csa_upper0|auto_generated                                  ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa54|csa_lower|auto_generated                                   ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa54                                                            ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa53|csa_upper1|auto_generated                                  ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa53|csa_upper0|auto_generated                                  ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa53|csa_lower|auto_generated                                   ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa53                                                            ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa52|csa_upper1|auto_generated                                  ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa52|csa_upper0|auto_generated                                  ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa52|csa_lower|auto_generated                                   ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa52                                                            ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa51|csa_upper1|auto_generated                                  ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa51|csa_upper0|auto_generated                                  ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa51|csa_lower|auto_generated                                   ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa51                                                            ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24                                                                            ; 52    ; 1              ; 0            ; 1              ; 54     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|qds_block39|mux45|auto_generated                                           ; 516   ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|qds_block39|cmpr49|auto_generated                                          ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|qds_block39|cmpr48|auto_generated                                          ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|qds_block39|cmpr47|auto_generated                                          ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|qds_block39|cmpr46|auto_generated                                          ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|qds_block39                                                                ; 15    ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|mux44|auto_generated                                                       ; 203   ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa43|csa_upper1|auto_generated                                  ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa43|csa_upper0|auto_generated                                  ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa43|csa_lower|auto_generated                                   ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa43                                                            ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa42|csa_upper1|auto_generated                                  ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa42|csa_upper0|auto_generated                                  ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa42|csa_lower|auto_generated                                   ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa42                                                            ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa41|csa_upper1|auto_generated                                  ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa41|csa_upper0|auto_generated                                  ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa41|csa_lower|auto_generated                                   ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa41                                                            ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa40|csa_upper1|auto_generated                                  ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa40|csa_upper0|auto_generated                                  ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
